bg,NA,NA.1,selected,deltalnL,p,q,sig,sigS1,summary,delCS2,pCS2,qCS2,sig2
BG13545,18):,0,1,2.56543200000033,0.0235,0.0399715324152787,C,S,CS,4.27688299999954,0.0034,0.0184713127137737,CS2
BG13546,18):,0,1,8.45526400000017,0,0,C,S,CS,0.0950990000001184,0.6628,0.475164654140201,NA
BG13551,18):,0,1,7.41565500000002,1e-04,0.000513157790834448,C,S,CS,0.618987999999945,0.2659,0.296751788282489,NA
BG13557,18):,0,1,5.56361900000047,9e-04,0.0031684510108499,C,S,CS,0.255957999999737,0.4743,0.416364788260018,NA
BG13558,18):,0,1,0.281855999999834,0.4528,0.315708828998341,,,,NA,NA,NA,NA
BG13559,18):,0,1,1.97061300000041,0.0471,0.0655523768768702,,,,NA,NA,NA,NA
BG13561,18):,0,1,0.0453249999991385,0.7634,0.446195652391081,,,,NA,NA,NA,NA
BG13748,18):,0,1,2.68257499999982,0.0205,0.0359805419138704,C,,C,0.0143769999999677,0.8653,0.547583080307114,NA
BG13749,18):,0,1,2.11590699999988,0.0397,0.0577869948784388,,,,NA,NA,NA,NA
BG13772,18):,0,1,0.00013400000011643,0.9869,0.512076949489228,,,,NA,NA,NA,NA
BG13781,18):,0,1,1.63384099999894,0.0707,0.087726848069989,,S,S,5.3707970000014,0.001,0.0102833988847690,CS2
BG13785,18):,0,1,2.76937100000009,0.0186,0.0332235610419895,C,,C,1.38831899999991,0.0956,0.156401148492896,NA
BG13786,18):,0,1,0.220292999999401,0.5068,0.341357813910990,,,,NA,NA,NA,NA
BG13787,18):,0,1,0.00889300000017101,0.8939,0.489722041257006,,,,NA,NA,NA,NA
BG13788,18):,0,1,5.2868440000002,0.0011,0.00374201580057929,C,S,CS,0.0658250000001317,0.7167,0.492719608617237,NA
BG13789,18):,0,1,2.33456300000034,0.0307,0.0473019189078084,C,S,CS,6.25622099999964,4e-04,0.00639855930607848,CS2
BG13791,18):,0,1,3.60243399999945,0.0073,0.0164938104859997,C,S,CS,5.2283980000002,0.0012,0.0107975688290074,CS2
BG13792,18):,0,1,0.0129759999999806,0.872,0.48309134534036,,,,NA,NA,NA,NA
BG13793,18):,0,1,2.45448299999953,0.0267,0.0432749386062629,C,,C,4.1950139999999,0.0038,0.0195384578810611,CS2
BG13794,18):,0,1,0.936534999999822,0.1711,0.165504044175548,,,,NA,NA,NA,NA
BG13795,18):,0,1,4.3206339999997,0.0033,0.00892069838173812,C,,C,2.504097,0.0252,0.068452511821632,NA
BG13796,18):,0,1,0.544648000000052,0.2966,0.236481451530194,,,,NA,NA,NA,NA
BG13804,18):,0,1,2.05565799999931,0.0426,0.0609810576626992,,S,S,9.14588200000071,0,0,CS2
BG13805,18):,0,1,1.01618000000008,0.154,0.153121566092670,,,,NA,NA,NA,NA
BG13808,18):,0,1,2.6614069999996,0.021,0.0364356735154086,C,,C,0.984325000000354,0.1606,0.221393213501945,NA
BG13809,18):,0,1,0.584280000000035,0.2797,0.229182241182336,,,,NA,NA,NA,NA
BG13811,18):,0,1,2.88745100000006,0.0163,0.0300916980149688,C,S,CS,0.146326000000045,0.5885,0.452864433447011,NA
BG13814,18):,0,1,0.112366999999949,0.6355,0.396900570749278,,,,NA,NA,NA,NA
BG13815,18):,0,1,0.00338499999998021,0.9344,0.497126903640882,,,,NA,NA,NA,NA
BG13823,18):,0,1,0.0639040000000932,0.7207,0.432081908344729,,,,NA,NA,NA,NA
BG13824,18):,0,1,0.74003300000004,0.2238,0.199582860139506,,S,S,2.53507500000023,0.0243,0.0672771596268925,NA
BG13827,18):,0,1,8.3555809999998,0,0,C,S,CS,1.11956300000020,0.1346,0.197735069984272,NA
BG13831,18):,0,1,0.267530999999963,0.4645,0.322092822896502,,,,NA,NA,NA,NA
BG13832,18):,0,1,2.67401900000004,0.0207,0.0360183683877075,C,,C,0.277686000000131,0.4561,0.410397595242524,NA
BG13834,18):,0,1,0.00460500000008324,0.9235,0.495684063544067,,,,NA,NA,NA,NA
BG13837,18):,0,1,0.037319999999454,0.7847,0.453826555675256,,,,NA,NA,NA,NA
BG13848,18):,0,1,0.0432300000002215,0.7687,0.447996135419672,,,,NA,NA,NA,NA
BG13849,18):,0,1,0.0220039999999244,0.8338,0.470100316459366,,,,NA,NA,NA,NA
BG13850,18):,0,1,4.68329199999971,0.0022,0.00634360773812489,C,,C,0.86413900000025,0.1886,0.242491487788839,NA
BG13856,18):,0,1,0.5974640000004,0.2743,0.226597318950271,,S,S,3.83937400000104,0.0056,0.0255942372243139,CS2
BG13857,18):,0,1,4.50837200000024,0.0027,0.00749963633760803,C,,C,0.96212899999955,0.1654,0.226783223405439,NA
BG13858,18):,0,1,1.48920999999973,0.0844,0.0990434315984192,,,,NA,NA,NA,NA
BG13862,18):,0,1,1.40807100000006,0.0933,0.105402227283820,,,,NA,NA,NA,NA
BG13866,18):,0,1,0.250786999999946,0.4788,0.329461296928193,,,,NA,NA,NA,NA
BG13870,18):,0,1,3.56882399999995,0.0075,0.0168827005534753,C,,C,0.576028000000406,0.2831,0.308144957978014,NA
BG13871,18):,0,1,0.86560899999995,0.1883,0.175957688544243,,,,NA,NA,NA,NA
BG13872,18):,0,1,4.14386999999988,0.004,0.0103508750971735,C,S,CS,1.34354600000006,0.1012,0.159229721747986,NA
BG13889,18):,0,1,0.0798960000001898,0.6893,0.419969575031687,,,,NA,NA,NA,NA
BG13890,18):,0,1,1.24089900000035,0.1152,0.123565857443157,,,,NA,NA,NA,NA
BG13895,18):,0,1,14.3736810000000,0,0,C,S,CS,0.257953999999700,0.4726,0.416141164410921,NA
BG13896,18):,0,1,0.452582999999777,0.3414,0.261094943147168,,,,NA,NA,NA,NA
BG13897,18):,0,1,2.62227700000039,0.022,0.0377381763457854,C,,C,0.150110999999924,0.5837,0.452864433447011,NA
BG13898,18):,0,1,1.00998499999969,0.1552,0.154061746200422,,,,NA,NA,NA,NA
BG13900,18):,0,1,0.0323889999999665,0.7991,0.455627100728675,,,,NA,NA,NA,NA
BG13901,18):,0,1,3.21829100000014,0.0112,0.0227580314217049,C,S,CS,2.02326300000004,0.0443,0.0980648763214202,NA
BG13902,18):,0,1,1.92832999999996,0.0495,0.0669052378630359,,,,NA,NA,NA,NA
BG13904,18):,0,1,0.20207500000015,0.525,0.348958563580615,,,,NA,NA,NA,NA
BG13905,18):,0,1,0.712496999999985,0.2326,0.205578790659919,,,,NA,NA,NA,NA
BG13908,18):,0,1,0.235055999999531,0.4929,0.336866659842791,,,,NA,NA,NA,NA
BG13909,18):,0,1,4.50969099999975,0.0027,0.00749963633760803,C,S,CS,0.041229000000385,0.774,0.51350649914911,NA
BG13910,18):,0,1,1.51389500000005,0.0818,0.096742270708016,,S,S,1.49201900000025,0.0841,0.140638854111927,NA
BG13912,18):,0,1,5.90241900000001,6e-04,0.00232894689686403,C,S,CS,1.09175500000038,0.1395,0.200834780219538,NA
BG13917,18):,0,1,0.208914999999706,0.518,0.346588473005136,,,,NA,NA,NA,NA
BG13920,18):,0,1,4.07019200000013,0.0043,0.0109401791205630,C,S,CS,0.0366779999994833,0.7865,0.517034269955212,NA
BG13922,18):,0,1,0.0447050000002491,0.7649,0.446641258598782,,,,NA,NA,NA,NA
BG13923,18):,0,1,0.00830100000030143,0.8975,0.490044867793708,,,,NA,NA,NA,NA
BG13926,18):,0,1,0.225236000000223,0.5021,0.339703577204483,,,,NA,NA,NA,NA
BG13930,18):,0,1,1.43032899999980,0.0908,0.103739204417294,,S,S,3.63163299999997,0.007,0.0292108142234018,CS2
BG13933,18):,0,1,4.71428999999989,0.0021,0.00611348560426808,C,S,CS,1.99630900000011,0.0457,0.0980648763214202,NA
BG13934,18):,0,1,1.80785800000012,0.0572,0.074969909632385,,S,S,1.35518400000001,0.0997,0.158522548962131,NA
BG13935,18):,0,1,0.886621000000105,0.183,0.173958074337191,,,,NA,NA,NA,NA
BG13936,18):,0,1,3.33673599999997,0.0098,0.0210431088411686,C,,C,0.00112000000012813,0.9623,0.584046995483837,NA
BG13949,18):,0,1,6.79521300000033,2e-04,0.000910565704037065,C,S,CS,0.193895999999768,0.5335,0.437809115596678,NA
BG13951,18):,0,1,0.647702999999638,0.2551,0.218842283339691,,,,NA,NA,NA,NA
BG13960,18):,0,1,1.08064599999989,0.1415,0.144245717736747,,S,S,3.83265799999981,0.0056,0.0255942372243139,CS2
BG13961,18):,0,1,0.00137499999982538,0.9582,0.504938349451456,,,,NA,NA,NA,NA
BG13964,18):,0,1,8.17213599999968,1e-04,0.000513157790834448,C,S,CS,0.0325830000001588,0.7985,0.522536891512875,NA
BG13966,18):,0,1,6.18298400000003,4e-04,0.00167041708464731,C,S,CS,0.621406000000206,0.2649,0.296751788282489,NA
BG13967,18):,0,1,0.293825999999854,0.4433,0.311403435543799,,,,NA,NA,NA,NA
BG13968,18):,0,1,0.452371999999741,0.3415,0.261094943147168,,,,NA,NA,NA,NA
BG13969,18):,0,1,4.38112099999989,0.0031,0.00849380632973941,C,S,CS,2.96635600000036,0.0149,0.0498864420316933,CS2
BG13970,18):,0,1,0.109920999999304,0.6392,0.398612093391995,,,,NA,NA,NA,NA
BG13971,18):,0,1,1.33357700000033,0.1024,0.112943319093093,,,,NA,NA,NA,NA
BG13975,18):,0,1,0.238252000000102,0.49,0.336091038821966,,,,NA,NA,NA,NA
BG13976,18):,0,1,2.50052599999981,0.0253,0.0419720895549907,C,,C,1.71269699999993,0.0642,0.115533986470380,NA
BG13980,18):,0,1,0.486716000000342,0.3238,0.250728109147301,,,,NA,NA,NA,NA
BG14007,18):,0,1,7.11722000000009,2e-04,0.000910565704037065,C,S,CS,2.47035899999992,0.0262,0.06973842619836,NA
BG14008,18):,0,1,2.02843299999995,0.044,0.0623961416864743,,S,S,0.127891000000091,0.613,0.458452619371883,NA
BG14009,18):,0,1,0.177056999999877,0.5518,0.36070287365325,,,,NA,NA,NA,NA
BG14010,18):,0,1,0.474855000000389,0.3298,0.254398138232225,,,,NA,NA,NA,NA
BG14011,18):,0,1,2.33970900000031,0.0305,0.0472341403890838,C,S,CS,4.06616799999983,0.0043,0.0213469176849342,CS2
BG14012,18):,0,1,3.23381000000018,0.011,0.0225789427967157,C,S,CS,0.060106999999789,0.7288,0.494922525948467,NA
BG14013,18):,0,1,9.00559299999986,0,0,C,S,CS,6.45477099999971,3e-04,0.00575870337547063,CS2
BG14014,18):,0,1,0.331073000000288,0.4158,0.302473024164451,,,,NA,NA,NA,NA
BG14017,18):,0,1,0.543586000000005,0.2971,0.236481451530194,,,,NA,NA,NA,NA
BG14019,18):,0,1,7.43216600000005,1e-04,0.000513157790834448,C,S,CS,0.122710999999981,0.6203,0.460325219562427,NA
BG14021,18):,0,1,1.47474999999986,0.0859,0.100144716565153,,,,NA,NA,NA,NA
BG14022,18):,0,1,0.322152999999162,0.4222,0.304711750610916,,,,NA,NA,NA,NA
BG14023,18):,0,1,1.81491700000061,0.0568,0.0746071318283905,,,,NA,NA,NA,NA
BG14024,18):,0,1,3.27354100000048,0.0105,0.0221533973116335,C,S,CS,5.04885800000011,0.0015,0.0123400786617228,CS2
BG14026,18):,0,1,0.00020900000004076,0.9837,0.512076949489228,,,,NA,NA,NA,NA
BG14034,18):,0,1,4.16838699999971,0.0039,0.0101791041095695,C,S,CS,0.653346000000056,0.253,0.287935168773532,NA
BG14036,18):,0,1,54.4239480000015,0,0,C,S,CS,0.167155999999522,0.5631,0.444209023387331,NA
BG14038,18):,0,1,6.37942299999986,4e-04,0.00167041708464731,C,S,CS,0.167423999999755,0.5628,0.444209023387331,NA
BG14041,18):,0,1,3.7668920000001,0.0061,0.0142065760708706,C,,C,1.97532899999987,0.0469,0.0980648763214202,NA
BG14042,18):,0,1,0.105262999999468,0.6464,0.401037019748521,,,,NA,NA,NA,NA
BG14043,18):,0,1,0.582221000000118,0.2805,0.229527158362559,,,,NA,NA,NA,NA
BG14044,18):,0,1,0.774625000000015,0.2132,0.193822851941413,,,,NA,NA,NA,NA
BG14046,18):,0,1,1.03227399999923,0.1508,0.150682095597764,,S,S,2.76610700000037,0.0187,0.057896641463065,NA
BG14048,18):,0,1,0.116719999999987,0.629,0.394657651375833,,,,NA,NA,NA,NA
BG14050,18):,0,1,0.586438999999928,0.2788,0.228754339647534,,,,NA,NA,NA,NA
BG14051,18):,0,1,0.0177519999999731,0.8505,0.47685187713291,,,,NA,NA,NA,NA
BG14053,18):,0,1,0.122918000000027,0.62,0.391885427739543,,,,NA,NA,NA,NA
BG14058,18):,0,1,1.67594899999995,0.0671,0.0839479495096899,,,,NA,NA,NA,NA
BG14064,18):,0,1,5.25305200000003,0.0012,0.00397066356186654,C,S,CS,2.07222500000034,0.0418,0.0962069095663943,NA
BG14065,18):,0,1,6.45978599999944,3e-04,0.00130689106442730,C,S,CS,2.38357400000132,0.029,0.0738948663224108,NA
BG14066,18):,0,1,1.98648199999980,0.0462,0.0646081065245514,,,,NA,NA,NA,NA
BG14067,18):,0,1,0.0146790000001147,0.864,0.482134898017279,,,,NA,NA,NA,NA
BG14084,18):,0,1,5.14734799999997,0.0013,0.00418714920819172,C,S,CS,1.21878800000013,0.1185,0.178640405757401,NA
BG14091,18):,0,1,0.763490000000274,0.2166,0.195937430869301,,,,NA,NA,NA,NA
BG14095,18):,0,1,0.397298999999748,0.3727,0.280450282773982,,,,NA,NA,NA,NA
BG14102,18):,0,1,0.0548459999999977,0.7405,0.438739868936626,,,,NA,NA,NA,NA
BG14103,18):,0,1,0.454610999999659,0.3403,0.261094943147168,,,,NA,NA,NA,NA
BG14108,18):,0,1,1.58848400000011,0.0747,0.0908289289776972,,,,NA,NA,NA,NA
BG14110,18):,0,1,1.26876000000084,0.1112,0.121105238636930,,,,NA,NA,NA,NA
BG14111,18):,0,1,16.7776780000004,0,0,C,S,CS,0.307190999999875,0.4331,0.402273295470376,NA
BG14124,18):,0,1,0.511857000000418,0.3116,0.245037836930753,,S,S,2.69056799999998,0.0204,0.0624364681761553,NA
BG14125,18):,0,1,0.182170000000042,0.5461,0.358652770171515,,,,NA,NA,NA,NA
BG14133,18):,0,1,4.72626900000023,0.0021,0.00611348560426808,C,S,CS,1.64104199999974,0.07,0.122328820188028,NA
BG14134,18):,0,1,2.53821999999946,0.0243,0.0408730180399637,C,S,CS,0.0713850000001912,0.7055,0.489489786915004,NA
BG14135,18):,0,1,5.0458550000003,0.0015,0.0046106055318628,C,S,CS,2.03877300000022,0.0435,0.0980648763214202,NA
BG14137,18):,0,1,0.133475999999973,0.6054,0.385068862766792,,,,NA,NA,NA,NA
BG14138,18):,0,1,4.75834600000007,0.002,0.00590757261643559,C,S,CS,0.00784199999998236,0.9003,0.563914768582771,NA
BG14140,18):,0,1,0.361777999999958,0.395,0.29133111608762,,,,NA,NA,NA,NA
BG14146,18):,0,1,2.25290200000018,0.0338,0.0511903689500239,,,,NA,NA,NA,NA
BG14163,18):,0,1,0.704011000000037,0.2354,0.207483065321203,,,,NA,NA,NA,NA
BG14164,18):,0,1,1.10395800000015,0.1373,0.141874993727393,,,,NA,NA,NA,NA
BG14175,18):,0,1,0.668793999999934,0.2475,0.213486798879203,,,,NA,NA,NA,NA
BG14179,18):,0,1,0.627511000000027,0.2626,0.22163434449574,,,,NA,NA,NA,NA
BG14193,18):,0,1,0.0192719999995461,0.8444,0.473870544508913,,,,NA,NA,NA,NA
BG19003,18):,0,1,0.0623349999996208,0.724,0.433202533464116,,,,NA,NA,NA,NA
BG19005,18):,0,1,1.57614799999965,0.0758,0.0917977708867927,,,,NA,NA,NA,NA
BG19006,18):,0,1,2.21466199999986,0.0353,0.0526479670429017,,,,NA,NA,NA,NA
BG19016,18):,0,1,1.46463799999992,0.087,0.100766954285690,,,,NA,NA,NA,NA
BG19019,18):,0,1,2.70335799999975,0.0201,0.0354841879971179,C,,C,0.0999120000001312,0.6549,0.473790809120065,NA
BG19025,18):,0,1,0.0260830000001988,0.8193,0.464520234153729,,,,NA,NA,NA,NA
